problem,p,m,q,n,lb,lb_ref,ub,ub_ref
truncated,11,1,11,1,1,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",1,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,11,1,11,2,3,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",3,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,11,1,11,3,5,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",5,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,11,1,11,4,7,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",7,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,11,1,11,5,9,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",9,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,11,1,11,6,11,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",11,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,11,1,11,7,13,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",13,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,11,1,11,8,15,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",15,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,11,1,11,9,17,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",17,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,11,1,11,10,19,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",19,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,11,1,11,11,21,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",21,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,13,1,13,1,1,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",1,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,13,1,13,2,3,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",3,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,13,1,13,3,5,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",5,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,13,1,13,4,7,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",7,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,13,1,13,5,9,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",9,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,13,1,13,6,11,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",11,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,13,1,13,7,13,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",13,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,13,1,13,8,15,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",15,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,13,1,13,9,17,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",17,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,13,1,13,10,19,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",19,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
truncated,13,1,13,11,21,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270",21,"Alder–Strassen lower bound for local algebras as summarized by Bläser (2004); Averbuch–Galil–Winograd (1991), Part II for the algebra G[u]/<u^n>; Winograd (1976), modulus-factor theorem for P=x^N (derived exact rank 2N-1); https://doi.org/10.1137/S0097539703438277; https://doi.org/10.1016/0304-3975(91)90017-V; https://doi.org/10.1007/BF01683270"
